nichi,kion_max,kion_min,kion_ave,kion_asa,kion_hiru,kion_yoru,kousuiryou,kousuiryou_asa,kousuiryou_hiru,kousuiryou_yoru,kousuiryou_jikan,kousuiryou_asa_jikan,kousuiryou_hiru_jikan,kousuiryou_yoru_jikan,tenki_id2,tenki_id2_asa,tenki_id2_hiru,tenki_id2_yoru
20181202,12,9,11,10,12,11,0,0,0,0,0,0,0,0,20,20,20,20
20181203,16,9,13,11,15,14,0,0,0,0,0,0,0,0,20,20,20,20
20181204,23,12,18,14,21,21,16,1,0,15,5,1,0,4,30,30,10,30
20181205,21,15,18,18,19,16,0,0,0,0,0,0,0,0,10,20,10,10
20181206,15,9,11,11,10,11,20,17,2,1,8,6,1,1,30,30,30,30
20181207,18,11,14,12,17,14,0,0,0,0,0,0,0,0,10,20,10,10
20181208,13,9,10,10,11,10,0,0,0,0,0,0,0,0,20,20,20,20
20181209,10,6,8,8,9,7,0,0,0,0,0,0,0,0,20,20,20,20
20181210,10,6,7,6,8,7,0,0,0,0,0,0,0,0,20,20,20,20
20181211,7,3,5,4,7,5,7,0,0,7,5,0,0,5,30,20,20,30
20181212,11,4,7,5,9,9,20,19,1,0,9,8,1,0,30,30,30,20
20181213,10,6,8,7,9,8,0,0,0,0,0,0,0,0,20,20,20,20
20181214,11,4,7,6,9,6,0,0,0,0,0,0,0,0,20,20,10,20
20181215,10,5,7,6,9,6,0,0,0,0,0,0,0,0,10,20,10,10
20181216,7,2,5,4,6,5,1,0,1,0,2,0,2,0,30,20,30,10
20181217,12,4,8,6,9,9,5,5,0,0,5,5,0,0,30,30,10,10
20181218,13,6,9,8,12,9,0,0,0,0,0,0,0,0,10,20,10,10
20181219,14,5,10,7,13,10,0,0,0,0,0,0,0,0,10,20,10,10
20181220,14,6,10,8,13,10,0,0,0,0,0,0,0,0,10,20,10,10
20181221,14,5,10,7,13,11,0,0,0,0,0,0,0,0,10,20,10,10
20181222,12,9,10,10,10,11,2,0,1,1,2,0,1,1,30,20,30,30
20181223,13,9,11,11,11,10,3,0,3,0,3,0,3,0,30,20,30,20
20181224,12,5,9,9,10,6,0,0,0,0,0,0,0,0,20,20,10,20
20181225,10,4,7,5,9,7,0,0,0,0,0,0,0,0,10,20,10,10
20181226,12,3,8,5,11,10,0,0,0,0,0,0,0,0,10,20,10,10
20181227,14,6,9,8,12,9,0,0,0,0,0,0,0,0,10,20,10,10
20181228,9,3,5,5,8,4,0,0,0,0,0,0,0,0,10,20,10,10
20181229,11,1,5,4,9,4,0,0,0,0,0,0,0,0,20,20,10,20
20181230,10,2,5,4,9,5,0,0,0,0,0,0,0,0,10,20,10,10
20181231,9,3,6,4,8,6,0,0,0,0,0,0,0,0,20,20,10,20
20190101,11,4,7,4,10,8,0,0,0,0,0,0,0,0,10,20,10,10
20190102,12,3,7,5,10,7,0,0,0,0,0,0,0,0,10,20,10,10
20190103,11,2,6,3,10,6,0,0,0,0,0,0,0,0,10,20,10,10
20190104,10,3,7,4,9,8,0,0,0,0,0,0,0,0,10,20,10,10
20190105,15,3,8,5,13,9,0,0,0,0,0,0,0,0,10,20,10,10
20190106,7,4,6,5,6,5,0,0,0,0,0,0,0,0,20,20,20,20
20190107,12,3,7,4,10,7,0,0,0,0,0,0,0,0,10,20,10,10
20190108,12,2,6,3,9,8,0,0,0,0,0,0,0,0,10,20,10,10
20190109,9,3,5,5,8,4,0,0,0,0,0,0,0,0,10,20,10,10
20190110,7,1,4,2,6,4,0,0,0,0,0,0,0,0,20,20,20,20
20190111,13,2,7,5,12,8,0,0,0,0,0,0,0,0,10,20,10,10
20190112,7,4,5,5,5,6,0,0,0,0,0,0,0,0,20,20,20,20
20190113,11,5,7,6,10,7,0,0,0,0,0,0,0,0,10,20,10,10
20190114,11,3,7,4,9,7,0,0,0,0,0,0,0,0,10,20,10,10
20190115,12,2,7,4,7,10,1,0,1,0,1,0,1,0,30,20,30,10
20190116,12,4,8,7,10,7,0,0,0,0,0,0,0,0,20,20,10,20
20190117,12,4,8,5,11,8,0,0,0,0,0,0,0,0,10,20,10,10
20190118,11,3,6,5,9,6,0,0,0,0,0,0,0,0,10,20,10,10
20190119,12,3,7,5,11,8,0,0,0,0,0,0,0,0,10,20,10,10
20190120,16,3,8,5,12,10,0,0,0,0,0,0,0,0,10,20,10,10
20190121,11,3,7,5,9,7,0,0,0,0,0,0,0,0,10,20,10,10
20190122,11,2,6,4,10,6,0,0,0,0,0,0,0,0,10,20,10,10
20190123,12,3,8,4,10,10,0,0,0,0,0,0,0,0,10,20,10,10
20190124,11,5,7,6,10,6,0,0,0,0,0,0,0,0,10,20,10,10
20190125,8,3,6,5,7,7,0,0,0,0,0,0,0,0,20,20,20,20
20190126,10,2,5,4,8,4,0,0,0,0,0,0,0,0,20,20,10,20
20190127,10,2,6,3,9,6,0,0,0,0,0,0,0,0,10,20,10,10
20190128,13,2,8,4,12,9,0,0,0,0,0,0,0,0,10,20,10,10
20190129,11,4,7,6,10,6,0,0,0,0,0,0,0,0,10,20,10,10
20190130,10,3,6,4,8,8,0,0,0,0,0,0,0,0,10,20,10,10
20190131,11,2,6,4,9,5,14,0,1,13,7,0,1,6,30,20,30,30
20190201,9,3,5,4,8,4,0,0,0,0,0,0,0,0,10,20,10,10
20190202,13,1,7,3,12,9,0,0,0,0,0,0,0,0,10,20,10,10
20190203,14,4,10,5,12,13,0,0,0,0,0,0,0,0,10,20,10,10
20190204,21,7,14,15,18,10,0,0,0,0,0,0,0,0,10,20,10,10
20190205,8,6,7,6,8,8,0,0,0,0,0,0,0,0,20,20,20,20
20190206,8,5,7,6,7,7,6,1,5,0,6,1,5,0,30,30,30,20
20190207,17,5,11,6,16,15,0,0,0,0,0,0,0,0,10,20,10,10
20190208,12,4,6,7,7,5,0,0,0,0,0,0,0,0,20,20,20,20
20190209,4,0,1,2,1,1,3,1,1,1,4,1,1,2,40,40,40,40
20190210,8,1,4,2,7,5,0,0,0,0,0,0,0,0,10,20,10,10
20190211,5,2,4,3,4,5,0,0,0,0,0,0,0,0,20,20,20,20
20190212,10,2,6,4,9,7,0,0,0,0,0,0,0,0,20,20,20,20
20190213,9,4,6,4,7,7,0,0,0,0,0,0,0,0,20,20,10,20
20190214,8,3,5,4,7,5,0,0,0,0,0,0,0,0,10,20,10,10
20190215,5,1,3,2,3,5,1,0,1,0,1,0,1,0,40,20,40,10
20190216,11,3,7,4,10,8,0,0,0,0,0,0,0,0,20,20,10,20
20190217,12,5,7,5,9,7,0,0,0,0,0,0,0,0,10,20,10,10
20190218,14,3,9,5,12,10,0,0,0,0,0,0,0,0,10,20,10,10
20190219,13,7,10,8,12,11,2,0,0,2,3,0,0,3,30,20,20,30
20190220,19,7,12,9,16,13,6,0,0,6,2,0,0,2,30,20,10,30
20190221,15,8,11,9,13,11,1,1,0,0,1,1,0,0,30,30,10,20
20190222,14,6,10,8,12,11,0,0,0,0,0,0,0,0,20,20,10,20
20190223,15,7,9,9,13,8,0,0,0,0,0,0,0,0,10,20,10,10
20190224,14,5,10,7,12,12,0,0,0,0,0,0,0,0,20,20,10,20
20190225,18,11,14,12,16,13,0,0,0,0,0,0,0,0,20,20,10,10
20190226,12,9,11,11,11,9,0,0,0,0,0,0,0,0,20,20,20,10
20190227,11,6,8,7,9,9,3,0,0,3,3,0,0,3,30,20,20,30
20190228,8,6,7,7,7,8,31,2,19,10,13,3,6,4,30,30,30,30
20190301,12,7,9,8,11,10,4,3,1,0,6,5,1,0,30,30,30,20
20190302,15,8,10,9,13,10,0,0,0,0,0,0,0,0,10,20,10,10
20190303,10,5,7,8,6,6,11,3,6,2,12,3,6,3,30,30,30,30
20190304,10,6,8,8,9,7,20,12,6,2,18,10,5,3,30,30,30,30
20190305,14,6,10,7,13,11,1,1,0,0,1,1,0,0,30,30,10,10
20190306,14,10,12,10,13,13,3,0,0,3,2,0,0,2,30,20,20,30
20190307,11,6,9,9,10,7,23,11,3,9,17,10,3,4,30,30,30,30
20190308,13,5,8,6,11,8,0,0,0,0,0,0,0,0,10,20,10,10
20190309,17,5,11,7,15,13,0,0,0,0,0,0,0,0,10,20,10,10
20190310,16,10,13,12,15,13,7,0,0,7,3,0,0,3,30,20,20,30
20190311,18,10,13,11,15,14,29,29,0,0,8,8,0,0,30,30,10,10
20190312,18,8,13,10,16,14,0,0,0,0,0,0,0,0,10,20,10,10
20190313,18,7,12,11,17,11,0,0,0,0,0,0,0,0,10,20,10,10
20190314,13,5,9,7,12,10,0,0,0,0,0,0,0,0,10,20,10,10
20190315,15,6,10,7,13,12,0,0,0,0,0,0,0,0,20,20,10,20
20190316,14,7,10,9,12,9,0,0,0,0,0,0,0,0,20,20,10,20
20190317,16,6,10,7,14,10,0,0,0,0,0,0,0,0,20,20,10,20
20190318,16,6,11,8,13,12,0,0,0,0,0,0,0,0,10,20,10,10
20190319,19,9,14,11,17,14,0,0,0,0,0,0,0,0,20,20,10,20
20190320,21,10,15,12,19,16,0,0,0,0,0,0,0,0,10,20,10,10
20190321,21,14,17,15,19,18,0,0,0,0,0,0,0,0,20,20,10,10
20190322,22,9,17,18,20,13,0,0,0,0,0,0,0,0,20,20,10,20
20190323,10,4,7,7,6,7,2,1,0,1,2,1,0,1,30,30,20,30
20190324,14,2,9,5,12,10,0,0,0,0,0,0,0,0,10,20,10,10
20190325,16,5,11,7,14,13,0,0,0,0,0,0,0,0,20,20,10,20
20190326,14,9,11,11,12,12,2,1,1,0,3,1,2,0,30,30,30,10
20190327,19,8,14,11,18,16,0,0,0,0,0,0,0,0,10,20,10,10
20190328,17,10,14,15,15,11,0,0,0,0,0,0,0,0,20,20,10,20
20190329,10,7,8,8,8,8,0,0,0,0,0,0,0,0,20,20,20,20
20190330,13,8,10,8,11,10,4,0,0,4,3,0,0,3,30,20,20,30
20190331,16,8,11,9,14,12,1,1,0,0,1,1,0,0,30,30,10,10
20190401,15,5,8,9,10,7,3,0,1,2,3,0,2,1,30,10,30,30
20190402,13,4,8,6,11,7,0,0,0,0,0,0,0,0,20,10,10,20
20190403,14,4,9,6,13,9,0,0,0,0,0,0,0,0,10,10,10,10
20190404,17,6,11,8,15,13,0,0,0,0,0,0,0,0,10,20,10,10
20190405,22,9,16,13,20,17,0,0,0,0,0,0,0,0,10,20,10,10
20190406,21,12,16,14,19,16,0,0,0,0,0,0,0,0,10,20,10,10
20190407,20,11,16,13,18,17,0,0,0,0,0,0,0,0,10,20,10,10
20190408,15,8,10,11,10,9,12,12,0,0,5,5,0,0,30,30,20,20
20190409,18,6,11,9,16,12,0,0,0,0,0,0,0,0,20,10,10,20
20190410,11,4,6,8,5,4,27,13,11,3,17,6,6,5,30,30,30,30
20190411,16,5,11,8,15,11,0,0,0,0,0,0,0,0,20,10,10,20
20190412,11,8,9,9,10,9,0,0,0,0,0,0,0,0,20,20,20,20
20190413,18,7,12,9,16,13,0,0,0,0,0,0,0,0,10,10,10,10
20190414,19,11,15,14,17,15,0,0,0,0,0,0,0,0,20,20,20,20
20190415,22,13,16,14,20,16,10,10,0,0,6,6,0,0,30,30,10,10
20190416,21,11,15,13,19,16,0,0,0,0,0,0,0,0,10,10,10,10
20190417,19,12,16,14,18,16,0,0,0,0,0,0,0,0,20,20,20,20
20190418,22,14,17,15,21,17,0,0,0,0,0,0,0,0,10,20,10,10
20190419,24,15,19,17,22,18,0,0,0,0,0,0,0,0,20,20,10,20
20190420,19,11,15,13,17,15,0,0,0,0,0,0,0,0,10,10,10,10
20190421,22,13,18,15,20,19,0,0,0,0,0,0,0,0,10,20,10,10
20190422,25,16,19,18,23,19,0,0,0,0,0,0,0,0,20,20,10,20
20190423,23,17,19,18,21,19,0,0,0,0,0,0,0,0,20,20,10,20
20190424,22,18,19,19,20,19,1,0,0,1,1,0,0,1,30,20,20,30
20190425,24,18,20,19,22,21,6,6,0,0,7,7,0,0,30,30,20,10
20190426,20,10,12,14,11,10,5,4,1,0,4,3,1,0,30,30,30,20
20190427,13,8,10,10,11,10,13,11,2,0,8,5,3,0,30,30,30,10
20190428,19,7,13,10,17,13,0,0,0,0,0,0,0,0,20,10,10,20
20190429,18,12,15,14,17,15,0,0,0,0,0,0,0,0,20,20,20,20
20190430,19,13,15,14,18,15,20,14,0,6,15,9,0,6,30,30,20,30
20190501,23,14,17,16,21,17,19,4,0,15,13,5,0,8,30,30,10,30
20190502,22,15,18,16,20,19,2,1,1,0,3,2,1,0,30,30,30,10
20190503,25,13,18,16,22,18,0,0,0,0,0,0,0,0,20,10,10,20
20190504,24,14,18,17,22,15,11,0,0,11,2,0,0,2,30,20,10,30
20190505,25,13,19,16,23,19,0,0,0,0,0,0,0,0,10,10,10,10
20190506,24,16,19,17,21,18,2,2,0,0,3,3,0,0,30,30,20,20
20190507,20,12,16,15,18,15,0,0,0,0,0,0,0,0,20,20,10,20
20190508,22,10,17,13,20,18,0,0,0,0,0,0,0,0,10,10,10,10
20190509,21,16,19,18,20,18,0,0,0,0,0,0,0,0,20,20,20,20
20190510,26,15,20,18,24,19,0,0,0,0,0,0,0,0,20,10,10,20
20190511,28,16,21,18,25,20,0,0,0,0,0,0,0,0,10,20,10,10
20190512,22,16,18,17,21,17,0,0,0,0,0,0,0,0,20,20,10,20
20190513,23,15,18,16,21,19,2,0,0,2,1,0,0,1,30,20,10,30
20190514,18,15,17,18,18,16,10,6,3,1,9,4,3,2,30,30,30,30
20190515,22,15,18,16,21,18,0,0,0,0,0,0,0,0,10,20,10,10
20190516,26,17,20,19,24,20,0,0,0,0,0,0,0,0,10,10,10,10
20190517,26,14,20,17,24,19,0,0,0,0,0,0,0,0,10,10,10,10
20190518,24,15,19,18,23,19,0,0,0,0,0,0,0,0,20,20,10,20
20190519,25,18,20,20,23,19,0,0,0,0,0,0,0,0,10,20,10,10
20190520,25,17,20,19,23,20,1,0,0,1,1,0,0,1,30,20,10,30
20190521,22,17,20,20,21,19,94,38,55,1,16,9,6,1,30,30,30,30
20190522,24,16,20,18,23,19,0,0,0,0,0,0,0,0,10,10,10,10
20190523,27,16,21,19,26,21,0,0,0,0,0,0,0,0,10,20,10,10
20190524,29,18,22,20,27,22,0,0,0,0,0,0,0,0,10,10,10,10
20190525,31,18,24,21,29,23,0,0,0,0,0,0,0,0,10,10,10,10
20190526,31,20,24,22,29,23,0,0,0,0,0,0,0,0,10,10,10,20
20190527,31,20,25,23,30,25,0,0,0,0,0,0,0,0,10,10,10,10
20190528,26,19,22,23,23,20,4,0,1,3,5,0,1,4,30,20,30,30
20190529,26,18,20,19,23,19,11,11,0,0,4,4,0,0,30,30,10,20
20190530,26,18,21,20,24,21,0,0,0,0,0,0,0,0,10,10,10,10
20190531,24,20,21,21,22,21,0,0,0,0,0,0,0,0,20,20,20,20
20190601,26,19,22,20,25,22,0,0,0,0,0,0,0,0,20,20,10,20
20190602,24,20,22,21,24,22,0,0,0,0,0,0,0,0,20,20,20,20
20190603,26,20,22,21,25,22,0,0,0,0,0,0,0,0,10,20,10,10
20190604,27,19,22,21,26,22,0,0,0,0,0,0,0,0,20,20,10,20
20190605,25,20,22,21,24,22,0,0,0,0,0,0,0,0,20,20,20,10
20190606,31,20,25,22,29,24,0,0,0,0,0,0,0,0,10,20,10,10
20190607,24,19,21,22,21,19,22,0,11,11,8,0,5,3,30,20,30,30
20190608,25,19,21,20,23,21,2,2,0,0,2,2,0,0,30,30,20,20
20190609,20,16,18,18,19,17,12,3,0,9,10,4,0,6,30,30,20,30
20190610,17,15,16,17,17,16,93,19,26,48,23,10,6,7,30,30,30,30
20190611,24,15,19,17,22,18,3,1,0,2,4,1,0,3,30,30,10,30
20190612,23,15,18,17,21,18,4,4,0,0,2,2,0,0,30,30,10,20
20190613,26,16,21,18,25,22,0,0,0,0,0,0,0,0,10,10,10,10
20190614,26,19,22,21,25,21,0,0,0,0,0,0,0,0,20,10,10,20
20190615,20,16,17,18,17,17,47,23,22,2,16,9,6,1,30,30,30,30
20190616,29,17,23,20,28,24,8,8,0,0,2,2,0,0,30,30,10,10
20190617,29,19,24,22,27,23,0,0,0,0,0,0,0,0,10,10,10,10
20190618,28,20,23,22,26,23,0,0,0,0,0,0,0,0,20,10,10,20
20190619,29,20,24,21,27,24,0,0,0,0,0,0,0,0,10,20,10,10
20190620,28,21,24,22,27,23,0,0,0,0,0,0,0,0,10,20,10,10
20190621,30,22,24,23,27,24,0,0,0,0,0,0,0,0,20,20,10,20
20190622,24,21,22,23,22,22,6,0,6,0,4,0,4,0,30,20,30,20
20190623,23,21,22,21,22,21,0,0,0,0,0,0,0,0,20,20,20,20
20190624,22,19,20,19,20,20,49,38,11,0,14,10,4,0,30,30,30,20
20190625,27,18,22,20,25,23,0,0,0,0,0,0,0,0,10,20,10,10
20190626,29,21,24,22,28,25,0,0,0,0,0,0,0,0,10,10,10,10
20190627,28,23,25,25,27,25,2,0,0,2,3,0,0,3,30,10,20,30
20190628,31,22,26,24,29,25,7,7,0,0,3,3,0,0,30,30,10,10
20190629,22,20,21,20,21,21,7,3,2,2,8,1,4,3,30,30,30,30
20190630,29,21,24,21,27,24,17,14,1,2,9,6,1,2,30,30,30,30
20190701,26,22,23,23,24,24,2,2,0,0,2,2,0,0,30,30,20,20
20190702,27,23,24,23,26,24,1,1,0,0,1,1,0,0,30,30,20,20
20190703,29,23,25,24,27,25,1,0,0,1,1,0,0,1,30,20,20,30
20190704,25,21,23,24,23,22,28,25,3,0,10,6,4,0,30,30,30,20
20190705,25,20,22,21,24,22,6,0,0,6,3,0,0,3,30,20,20,30
20190706,23,20,21,20,22,22,19,18,0,1,7,6,0,1,30,30,20,30
20190707,21,18,19,19,20,19,16,9,2,5,16,8,2,6,30,30,30,30
20190708,24,18,20,19,23,21,0,0,0,0,0,0,0,0,20,20,10,20
20190709,22,19,20,20,21,20,0,0,0,0,0,0,0,0,20,20,20,20
20190710,26,19,22,20,25,21,0,0,0,0,0,0,0,0,20,20,10,20
20190711,25,18,21,20,23,19,2,0,0,2,2,0,0,2,30,20,20,30
20190712,22,18,20,19,21,21,11,9,2,0,10,7,3,0,30,30,30,20
20190713,27,21,23,22,25,23,2,0,1,1,3,0,1,2,30,20,30,30
20190714,23,20,21,21,22,22,30,28,1,1,10,8,1,1,30,30,30,30
20190715,24,20,21,20,23,22,8,4,0,4,8,7,0,1,30,30,20,30
20190716,22,19,21,20,21,21,34,22,7,5,18,10,4,4,30,30,30,30
20190717,28,21,24,21,26,25,1,1,0,0,1,1,0,0,30,30,10,20
20190718,31,22,26,24,29,26,7,0,0,7,3,0,0,3,30,20,10,30
20190719,31,24,27,25,29,28,1,1,0,0,2,2,0,0,30,30,10,20
20190720,29,25,27,26,28,26,0,0,0,0,0,0,0,0,20,20,20,20
20190721,29,24,26,25,27,25,0,0,0,0,0,0,0,0,20,20,20,20
20190722,25,23,24,23,24,24,1,0,0,1,1,0,0,1,30,20,20,30
20190723,30,23,25,23,28,26,1,1,0,0,2,2,0,0,30,30,10,10
20190724,32,24,27,25,30,27,0,0,0,0,0,0,0,0,10,20,10,10
20190725,33,25,28,27,31,28,0,0,0,0,0,0,0,0,20,20,10,20
20190726,33,26,28,28,31,27,2,0,0,2,2,0,0,2,30,10,10,30
20190727,31,25,28,27,30,28,8,7,1,0,4,3,1,0,30,30,30,10
20190728,32,25,28,26,31,28,5,5,0,0,4,4,0,0,30,30,10,20
20190729,33,26,29,28,31,28,0,0,0,0,0,0,0,0,10,20,10,10
20190730,33,26,29,28,32,28,0,0,0,0,0,0,0,0,10,20,10,10
20190731,34,27,29,28,33,28,0,0,0,0,0,0,0,0,10,10,10,10
20190801,35,27,30,29,33,29,0,0,0,0,0,0,0,0,10,10,10,10
20190802,35,27,30,29,33,29,0,0,0,0,0,0,0,0,10,10,10,10
20190803,34,26,29,28,32,28,0,0,0,0,0,0,0,0,10,10,10,10
20190804,34,26,29,27,33,29,0,0,0,0,0,0,0,0,10,10,10,10
20190805,34,26,30,28,33,29,0,0,0,0,0,0,0,0,10,10,10,10
20190806,35,27,30,28,33,29,0,0,0,0,0,0,0,0,10,20,10,10
20190807,34,27,29,29,32,28,0,0,0,0,0,0,0,0,20,10,10,20
20190808,34,26,29,28,32,28,0,0,0,0,0,0,0,0,10,10,10,10
20190809,35,27,30,28,33,28,0,0,0,0,0,0,0,0,10,10,10,10
20190810,34,26,29,28,32,29,0,0,0,0,0,0,0,0,10,20,10,10
20190811,36,26,30,28,34,29,0,0,0,0,0,0,0,0,10,10,10,10
20190812,34,26,29,27,31,29,0,0,0,0,0,0,0,0,10,20,10,10
20190813,34,26,29,28,31,29,4,3,1,0,3,2,1,0,30,30,30,10
20190814,33,27,29,28,31,29,6,5,1,0,4,2,2,0,30,30,30,10
20190815,32,26,29,29,30,28,10,3,0,7,3,2,0,1,30,30,20,30
20190816,31,28,29,28,29,28,0,0,0,0,0,0,0,0,20,20,10,10
20190817,34,27,30,29,33,29,0,0,0,0,0,0,0,0,10,10,10,10
20190818,35,27,30,29,33,30,0,0,0,0,0,0,0,0,20,20,10,20
20190819,33,27,29,28,31,28,0,0,0,0,0,0,0,0,20,20,20,20
20190820,34,26,28,27,31,28,1,1,0,0,1,1,0,0,30,30,10,20
20190821,33,25,28,27,31,28,0,0,0,0,0,0,0,0,20,20,10,20
20190822,31,25,27,26,29,28,0,0,0,0,0,0,0,0,20,20,20,20
20190823,30,24,27,27,28,26,6,2,3,1,4,2,1,1,30,30,30,30
20190824,31,25,27,26,30,27,0,0,0,0,0,0,0,0,20,20,10,20
20190825,31,23,26,24,29,26,1,1,0,0,1,1,0,0,30,30,10,10
20190826,30,23,25,24,28,25,27,26,0,1,4,3,0,1,30,30,10,30
20190827,29,23,25,24,28,25,3,2,0,1,4,2,0,2,30,30,10,30
20190828,28,23,26,25,26,27,16,8,8,0,11,6,5,0,30,30,30,20
20190829,33,27,29,28,31,28,1,1,0,0,1,1,0,0,30,30,10,20
20190830,28,24,26,26,26,26,17,14,3,0,6,4,2,0,30,30,30,20
20190831,32,25,28,26,31,28,0,0,0,0,0,0,0,0,20,20,10,20
20190901,32,25,28,27,31,27,0,0,0,0,0,0,0,0,10,20,10,10
20190902,33,25,28,26,32,28,0,0,0,0,0,0,0,0,10,10,10,10
20190903,31,24,26,26,28,25,42,0,9,33,4,0,1,3,30,20,30,30
20190904,27,22,24,23,26,24,1,0,0,1,1,0,0,1,30,20,20,30
20190905,30,24,26,24,29,27,0,0,0,0,0,0,0,0,10,20,10,10
20190906,33,24,28,26,32,28,0,0,0,0,0,0,0,0,10,20,10,10
20190907,33,26,29,27,32,28,0,0,0,0,0,0,0,0,20,20,10,20
20190908,32,26,28,28,31,28,21,0,4,17,8,0,3,5,30,20,30,30
20190909,36,26,29,27,34,28,90,90,0,0,6,6,0,0,30,30,10,10
20190910,34,27,30,28,33,29,0,0,0,0,0,0,0,0,10,20,10,10
20190911,32,26,28,27,31,28,0,0,0,0,0,0,0,0,20,20,10,20
20190912,28,24,26,27,26,24,0,0,0,0,0,0,0,0,20,20,20,20
20190913,25,22,23,23,24,23,0,0,0,0,0,0,0,0,20,20,20,20
20190914,25,20,23,21,24,24,0,0,0,0,0,0,0,0,20,20,20,20
20190915,31,22,26,23,29,26,4,0,0,4,1,0,0,1,30,20,10,30
